,title,primaryCategory.categoryId,primaryCategory.categoryName,predictCategory
1268,【NEAR MINT++++】 Leica M6 0.72 BLACK Non TTL Rangefinder 35mm Film Camera JAPAN,15230,Film Cameras,Film Cameras
1269,[AB Exc+] Leica M4-2 Black 35mm Rangefinder Film Camera Body From JAPAN 5512,15230,Film Cameras,Film Cameras
1270,Leica 21mm Viewfinder 12012 Multicoated for Elmarit Super Angulon SBKOO #015939,167930,Viewfinders & Eyecups,Viewfinders & Eyecups
1271,nicca lens Hood for  Leica screw NIKKOR-H.C. 5cm 50mm f2 f/2 #154549,78999,Lens Hoods,Lens Hoods
1272,[Ex] Voigtlander Snapshot-Skopar 25mm f/4 MC Leica Screw Mount L39 LTM (189-K692,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1273,nicca type-IIIf 3f 3-f III-f Camera Body leica screw mount  with box #154549,15230,Film Cameras,"Lens Adapters, Mounts & Tubes"
1274,【As-is】Canon Lens 50mm F2.8 Leica Screw Mount LTM M39 From Japan #23539/K325,3323,Lenses,Lenses
1275,Leitz Lens Hood 12585H for Leica Summicron 35mm / 50mm #015162,78999,Lens Hoods,Lens Hoods
1276,Carl Zeiss Biogon f2.0 35mm ZM lens for Leica M Mount (561-W4),3323,Lenses,"Lens Adapters, Mounts & Tubes"
1277,【TOP MINT ALMOST UNUSED INBOX】 Leica M6 TTL 0.72 35mm Film Camera From JAPAN,15230,Film Cameras,Film Cameras
1278,[MINT++]Voigtlander HELIAR classic 75mm F/1.8 VM Lens For Leica M Mount w/Box,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1279,【N.MINT】AUTO-UP Closeup Attachments 1M-50cm for Leica Summitar Lens Japan #182,80390,Auxiliary/Conversion Lenses,"Cases, Bags & Covers"
1280,"""MINT"" Minolta M Rokkor 40mm f/2 for Leica M Leitz CL CLE w/Hood From JPN #4889",3323,Lenses,"Lens Adapters, Mounts & Tubes"
1281,MINT+++++ Leica M6 Non TTL 0.85 Black 35mm Rangefinder w/ Leica Strap From JAPAN,15230,Film Cameras,Film Cameras
1282,【Mint in Case】 Leica minilux SUMMARIT 40mm F2.4 w/Case+Strap From Tokyo Japan,15230,Film Cameras,Viewfinders & Eyecups
1283,SMC Pentax-L 43mm F/1.9 Special Lens for Leica L39 #21620 G1,3323,Lenses,Lenses
1284,"""Good"" CANON 50mm f1.4 Leica 39mm LTM Leica screw mount From JAPAN",3323,Lenses,Lenses
1285,"VERY RARE SCHNEIDER XENON 50mm f0.95 , CONVERTED LEICA M MOUNT",3323,Lenses,"Lens Adapters, Mounts & Tubes"
1286,【Excellent++】Camera Bag for Leica camera from Japan 304740,107894,"Cases, Bags & Covers",Digital Cameras
1287,Canon L 50mm f/1.4 Leica Screw LTM L39 Lens w/ Rare Hood from Japan 【Near MINT】,3323,Lenses,Lenses
1288,Nicca Vintage Lens Filter 34.5mm Y2 for Nikkor QC 5cm F3.5 Leica LTM Exc+++,15216,Filters,Lens Caps
1289,【NEAR MINT】 Canon 50mm f/1.4 L39 Leica Screw Mount LTM Lens From JAPAN #00190101,3323,Lenses,Lenses
1290,Konishiroku Hexar 50mm F3.5 5cm F/3.5  Lens For Leica LTM L39 from Japan,3323,Lenses,Lenses
1291,Very Good!! Voigtlander APO LANTHAR 90mm f/3.5 MC Silver L39 LTM Leica Screw,3323,Lenses,Lenses
1292,Leica Leitz Summilux-R 80mm F/1.4 3-Cam Lens #21474 C1,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1293,【TOP MINT】 MINOLTA M Rokkor 90mm f4 W/ Lens Hood For CL CLE Leica M Mount #1196,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1294,Canon 50mm F/1.4 Lens Leica Screw Mount LTM L39 from Japan 56647 Exc+,3323,Lenses,Lenses
1295,Canon IIc 2c Leica Screw Mount Rangefinder  very good #119963,15230,Film Cameras,"Lens Adapters, Mounts & Tubes"
1296,[As is] Canon P 35mm Rangefinder Body + 50mm f1.8 Leica M from japan #527,15230,Film Cameras,Film Cameras
1297,[ with Hood ] Minolta M-Rokkor 40mm f2 For Leica Leitz M Mount CL CLE From JAPAN,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1298,"""TOP MINT""Voigtlander Super Wide Heliar 15mm f/4.5  For Leica Screw Mount #2863",3323,Lenses,"Lens Adapters, Mounts & Tubes"
1299,E. Leitz LEICA M Mount OUFRO #16469Y Extension Ring for Visoflex Adapter,30059,"Lens Adapters, Mounts & Tubes","Lens Adapters, Mounts & Tubes"
1300,Near Mint Leica Minilux Zoom Date Vario Elmar 35-70mm f/3.5-6.5 from JAPAN,15230,Film Cameras,Viewfinders & Eyecups
1301,Leica Macro-Elmarit-R 60mm F/2.8 2-Cam Lens from Japan,3323,Lenses,Viewfinders & Eyecups
1302,[EXC+++] Leica Leitz Minolta CL Leather Pouch Soft Case Film Rangefinder #1034,43440,Camera & Camcorder Lights,"Cases, Bags & Covers"
1303,[Exc+++++ in BOX] Leica Meter MR MR4 Black for M2 M3 M4 M4-2 M4-P From Japan #39,88668,Light Meters,Light Meters
1304,[NearMint+] Voigtlander Color-Skopar 21mm f/4 MC Lens for Leica L39 (151-K630),3323,Lenses,Lenses
1305,【EXC+++++】 Leica Meter MC Working condition For M Series Camera from JAPAN 565,88668,Light Meters,Light Meters
1306,[Near Mint] Canon 28mm F2.8 Leica Screw Mount LTM L39 Lens from Japan,3323,Lenses,Lenses
1307,"""Mint"" Leica Summicron-M 90mm f/2 Black E55 Leica M From Japan",3323,Lenses,Digital Cameras
1308,*** Dead Stock *** Voigtlander NOKTON classic 40mm F1.4 S.C Leica M #EB1019,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1309,Voigtlander Snapshot-Skopar 25mm F4 MC  For Leica Screw Mount  #2756,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1310,""" EXC +++ "" Leica Minolta Black Leather Lens Case from Japan free Shipping",107894,"Cases, Bags & Covers","Cases, Bags & Covers"
1311,VERY RARE SCHNEIDER  XENON 50mm f0.95  LENS CONVERT LEICA M,3323,Lenses,"Lens Adapters, Mounts & Tubes"
1312,[Almost MINT] Minolta CLE Rangefinder 35mm body w/ grip Leica M6 M5 M From JAPAN,15230,Film Cameras,Film Cameras
1313,Canon 50mm F/1.4 Lens for Leica L39 #22061 G1,3323,Lenses,Lenses
1314,Voigtlander ULTRON 28mm f/1.9 Aspherical Lens Leica Mount From Japan Exc++ F/S,3323,Lenses,"Lens Adapters, Mounts & Tubes"
